quoted_date,project,estimate_stage,estimate_substage,estimate_component,resource,short_code,description,quantity,units,supplier,unit_cost,cost,markup,cost_with_markup,profit
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,conventional_slab,Foundation Materials,r,N16,1,Length,,$26.19 ,$26.19 ,22.08%,$31.97 ,$5.78 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,conventional_slab,Foundation Materials,r,3-L12TM,13,Length,,$65.00 ,$876.48 ,22.08%,"$1,070.00 ",$193.53 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,conventional_slab,Foundation Materials,r,Cracker Bar,16,Lengths,,$30.00 ,$480.00 ,22.08%,$585.98 ,$105.98 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,conventional_slab,Labour,l,Labour,3,Days,Ryan Developments,"$1,200.00 ","$3,600.00 ",22.08%,"$4,394.88 ",$794.88 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,conventional_slab,Sub-contract,s,Concreters,1,Days,,"$3,500.00 ","$3,500.00 ",22.08%,"$4,272.80 ",$772.80 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Quarry Product,q,Slab Concrete 10% Waste,0,cu.m,Tubeworks,$250.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,SL92 Mesh,0,Sheets,Tubeworks,$182.10 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,N16,0,Lengths,Tubeworks,$26.19 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,3-L12TM,0,Lengths,Tubeworks,$57.33 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,Cracker Bar,0,Lengths,Tubeworks,$182.10 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,Vapour Barrier,3,Rolls,Tubeworks,$202.40 ,$607.20 ,22.08%,$741.27 ,$134.07 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,Duct Tape,6,Rolls,Tubeworks,$8.60 ,$49.93 ,22.08%,$60.95 ,$11.02 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Labour,l,Labour,0,Days,Tubeworks,"$2,400.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,Waffle Pod,0,Sheets,Tubeworks,$26.75 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,4 Way Spacer,0,Boxes,Tubeworks,$64.55 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,2 Way Spacer,0,Boxes,Tubeworks,$73.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,Trench Mesh Chair,0,Boxes,Tubeworks,$75.33 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,Bar Chairs,0,Boxes,Tubeworks,$73.33 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Sub-contract,s,Concrete Pump,1,Day,Tubeworks,"$1,800.00 ","$1,800.00 ",22.08%,"$2,197.44 ",$397.44 
N/A,"6 WALLAN ROAD, WHITTLSEA",base,foundation,waffle_slab,Foundation Materials,r,Termite Protection,1,item,,"$1,800.00 ","$1,800.00 ",22.08%,"$2,197.44 ",$397.44 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,Timber Frame Materials,1,item,Rex Paine,"$12,739.00 ","$12,739.00 ",22.08%,"$15,551.77 ","$2,812.77 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,Roof trusses ,1,item,Dahlsens,"$12,000.00 ","$12,000.00 ",22.08%,"$14,649.60 ","$2,649.60 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,Floor Trusses,1,item,Dahlsens,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,Wall Frame,1,item,Dahlsens,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Sub-contract,s,Internal Stairwell,0,item,Rob,"$7,500.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Sub-contract,s,External stairs,0,item,Ryan Developments,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,"Timber or Glass Balustrade, Wire",0,item,Rob,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,Steel Structural,1,item,Castanga Steel,"$13,800.00 ","$13,800.00 ",22.08%,"$16,847.04 ","$3,047.04 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,Timber Sundries,1,item,Rex Paine,"$5,000.00 ","$5,000.00 ",22.08%,"$6,104.00 ","$1,104.00 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,"Fix, other incidential",1,item,Rex Paine,"$7,000.00 ","$7,000.00 ",22.08%,"$8,545.60 ","$1,545.60 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Labour,l,Carpenter Labour Frame,1,Days,Ryan Developments,"$20,000.00 ","$20,000.00 ",22.08%,"$24,416.00 ","$4,416.00 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Labour,l,Carpenter Labour Lockup External,1,Days,Ryan Developments,"$7,500.00 ","$7,500.00 ",22.08%,"$9,156.00 ","$1,656.00 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Labour,l,Carpenter Labour Lockup Internal,1,Days,Ryan Developments,"$7,500.00 ","$7,500.00 ",22.08%,"$9,156.00 ","$1,656.00 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,Carpenter Labour Fix Stage,1,item,Ryan Developments,"$2,500.00 ","$2,500.00 ",22.08%,"$3,052.00 ",$552.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,Carpenter Labour Completion,1,item,Ryan Developments,"$5,000.00 ","$5,000.00 ",22.08%,"$6,104.00 ","$1,104.00 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Frame Materials,t,Site Labour and site clean,1,item,,"$4,000.00 ","$4,000.00 ",22.08%,"$4,883.20 ",$883.20 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,frame,Sub-contract,s,Crane,1,item,Big Dog,"$2,500.00 ","$2,500.00 ",22.08%,"$3,052.00 ",$552.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,roofing,Sub-contract,s,Roof Install,1,item,DGH,"$42,130.00 ","$42,130.00 ",22.08%,"$51,432.30 ","$9,302.30 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,roofing,Sub-contract,s,Fascia Gutter,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,roofing,Sub-contract,s,Roof Plumbing,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,bricks,Cladding Materials,y,Bricks Supply $1per brick,5374,item,,$1.80 ,"$9,673.76 ",22.08%,"$11,809.72 ","$2,135.97 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,bricks,Quarry Product,q,"Sand, Cement & Sundries",1,item,,"$1,500.00 ","$1,500.00 ",22.08%,"$1,831.20 ",$331.20 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,bricks,Sub-contract,s,Brick Labour $1.5 per Brick,4886,item,,$1.80 ,"$8,794.33 ",22.08%,"$10,736.11 ","$1,941.79 "
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,bricks,Cladding Materials,y,Blocks,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,bricks,Sub-contract,s,Block labour $5 per block ,0,item,,$5.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,bricks,Sub-contract,s,Rock Cladding Brick Piers,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,hebel,Cladding Materials,y,Hebel Sheets,12,item,Tubeworks,$92.07 ,"$1,104.84 ",22.08%,"$1,348.79 ",$243.95 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,hebel,Cladding Materials,y,Top Hats/Battens,18,item,Tubeworks,$13.73 ,$247.14 ,22.08%,$301.71 ,$54.57 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,hebel,Cladding Materials,y,Batten Screws,2,item,Tubeworks,$80.00 ,$160.00 ,22.08%,$195.33 ,$35.33 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,hebel,Cladding Materials,y,Glue,2,item,Tubeworks,$30.76 ,$61.52 ,22.08%,$75.10 ,$13.58 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,hebel,Sub-contract,s,Hebel External Labour Install,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,hebel,Sub-contract,s,Hebel Flooring Labour ,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,hebel,Cladding Materials,y,Hebel Sheet flooring Tube works ,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,hebel,Sub-contract,s,Rendering,48,m2,,$70.00 ,"$3,360.00 ",22.08%,"$4,101.89 ",$741.89 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,hebel,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Cladding Materials,y,Jamie Hardie Linear Weatherboard,0,item,M10 DV,$143.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Cladding Materials,y,Colourbond Cladding,0,item,M10 DV,$80.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Sub-contract,s,External Labour Install,1,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Cladding Materials,y,NRG Greenboard,0,item,Tubeworks,$105.80 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Cladding Materials,y,Stone Cladding,0,m2,,$500.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,m2,,$500.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,Shaft Liner (Blue Board),0,Sheet,M10 DV,$45.29 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,Fire Check Plater (Pink Board),0,Sheet,M10 DV,$71.32 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,H Channel,0,item,M10 DV,$42.80 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,C Channel,0,item,M10 DV,$25.84 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Sub-contract,s,External Labour Install,0,m2,Ryan Developments,$20.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,Hebel Sheets,0,item,Tubeworks,$92.07 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,Top Hats/Battens,0,item,Tubeworks,$13.73 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,Batten Screws,0,item,Tubeworks,$80.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,Glue,0,item,Tubeworks,$30.76 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Sub-contract,s,External Labour Install,0,m2,,$30.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,6mm Cemintal Cladding Sheet,0,m2,Bunnings,$21.75 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Cladding Materials,y,16mm Gyprock Fyrcheck,0,m2,Bunnings,$21.65 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",frame,frame,fireproofing,Sub-contract,s,Rendering,0,m2,,$70.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,doors_windows_skylights,Lockup Materials,u,Doors,1,item,M10 DV,"$3,500.00 ","$3,500.00 ",22.08%,"$4,272.80 ",$772.80 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,doors_windows_skylights,Lockup Materials,u,Windows,1,item,Stegbar,"$19,617.50 ","$19,617.50 ",22.08%,"$23,949.04 ","$4,331.54 "
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,doors_windows_skylights,Lockup Materials,u,Window Flashing,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,doors_windows_skylights,Lockup Materials,u,Skylights,0,item,,"$3,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,doors_windows_skylights,Lockup Materials,u,Flyscreens,1,item,,$280.00 ,$280.00 ,22.08%,$341.82 ,$61.82 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,doors_windows_skylights,Hire Equipment,h,Crane,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,doors_windows_skylights,Lockup Materials,u,Fix Materials,0,item,,"$7,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,electrical,Sub-contract,s,Electrician,0,item,FM Electrix ,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,electrical,Sub-contract,s,Electrician,1,item,Cavolt,"$21,821.00 ","$21,821.00 ",22.08%,"$26,639.08 ","$4,818.08 "
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,electrical,Sub-contract,s,Lighting,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,electrical,Sub-contract,s,Mains Power Upgarde ,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,plumbing,Sub-contract,s,Plumber,1,item,Richo,"$23,863.20 ","$23,863.20 ",22.08%,"$29,132.19 ","$5,268.99 "
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,plumbing,Sub-contract,s,Plumber,0,item,Moorey,"$23,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,heating_cooling,Sub-contract,s,Heating,1,item,Natgas,"$24,531.00 ","$24,531.00 ",22.08%,"$29,947.44 ","$5,416.44 "
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,heating_cooling,Sub-contract,s,Cooling,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,heating_cooling,Sub-contract,s,Fire Place,0,item,Natgas,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,heating_cooling,Sub-contract,s,Hot Water System (Electric),1,item,Natgas,"$5,000.00 ","$5,000.00 ",22.08%,"$6,104.00 ","$1,104.00 "
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,heating_cooling,Sub-contract,s,Insulation ,1,item,Superior Insulation,"$6,842.00 ","$6,842.00 ",22.08%,"$8,352.71 ","$1,510.71 "
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,heating_cooling,Sub-contract,s,Hydronic heating ,0,item,,"$20,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",lockup,lockup,heating_cooling,Sub-contract,s,Wall Wrap ,1,item,Ryan Developments,"$3,000.00 ","$3,000.00 ",22.08%,"$3,662.40 ",$662.40 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,painting,Sub-contract,s,Painter,1,item,Christou Industries,"$12,335.93 ","$12,335.93 ",22.08%,"$15,059.70 ","$2,723.77 "
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,plaster,Sub-contract,s,Plasterer,0,item,Ronny,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,plaster,Sub-contract,s,Plasterer,1,item,Christou Industries,"$29,992.97 ","$29,992.97 ",22.08%,"$36,615.42 ","$6,622.45 "
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,tiling,Labour,l,Standard Tile Labour,37,m2,,$65.00 ,"$2,404.35 ",22.08%,"$2,935.23 ",$530.88 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,tiling,Fixing Materials,m,Standard Tile 600 x 600,41,m2,,$50.00 ,"$2,034.45 ",22.08%,"$2,483.66 ",$449.21 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,tiling,Labour,l,Feature Tile Labour,7,m2,,$100.00 ,$660.00 ,22.08%,$805.73 ,$145.73 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,tiling,Fixing Materials,m,Feature Tile,7,m2,,$100.00 ,$726.00 ,22.08%,$886.30 ,$160.30 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,tiling,Fixing Materials,m,"Tiler screed,mitre cutes, shower base tiled ect.",1,item,,$500.00 ,$500.00 ,22.08%,$610.40 ,$110.40 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,waterproofing,Labour,l,Waterproofing,1,item,,"$2,000.00 ","$2,000.00 ",22.08%,"$2,441.60 ",$441.60 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,waterproofing,Labour,l,Caulking,1,item,,$500.00 ,$500.00 ,22.08%,$610.40 ,$110.40 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,joinery,Joinery,j,Cabinets,1,item,I L Bulding Service,"$37,056.91 ","$37,056.91 ",22.08%,"$45,239.08 ","$8,182.17 "
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,joinery,Joinery,j,Wardrobes and store rooms ,1,item,I L Bulding Service,$ -,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,joinery,Joinery,j,Stone ,1,item,I L Building Service,"$8,400.00 ","$8,400.00 ",22.08%,"$10,254.72 ","$1,854.72 "
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,cabinets,Joinery,j,Cabinets,0,item,SEDRA,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,cabinets,Joinery,j,Wardrobes and store rooms ,0,item,SEDRA,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",fix,fix,cabinets,Joinery,j,Stone ,0,item,SEDRA,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Sub-contract,s,Herring Bone Flooring,106,m2,Flooring Xtra,$232.00 ,"$24,592.00 ",22.08%,"$30,021.91 ","$5,429.91 "
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Completion Materials,k,Floorboards Materials Inc Glue,0,item,,"$1,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Sub-contract,s,Moisture Wrap,1,item,,"$3,500.00 ","$3,500.00 ",22.08%,"$4,272.80 ",$772.80 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Sub-contract,s,Polish floorboards ,0,m2,,$40.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Sub-contract,s,Polish Staircase,0,item,,$500.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Finishes,c,Carpet (Provisional Allowance),0,m2,Flooring Xtra,$43.45 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Sub-contract,s,Decking,4,m2,,$350.00 ,"$1,400.00 ",22.08%,"$1,709.12 ",$309.12 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Sub-contract,s,Paving (Exposed Agg. Footpath),0,m2,,$200.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Sub-contract,s,Polished Slab,0,m2,,$110.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Quarry Product,q,Topping Slab for polished concrete,0,m3,,$700.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Sub-contract,s,Topping Slab Labour,0,Day,,"$3,500.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Fixing Materials,m,SL82,0,Sheets,,$85.00 ,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Finishes,c,Fixtures & Fittings,1,item,Motif,"$20,000.00 ","$20,000.00 ",22.08%,"$24,416.00 ","$4,416.00 "
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Finishes,c,Appliances,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Finishes,c,Glazing,0,item,,,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Finishes,c,Shower Screens ,1,item,Ryan Developments,"$1,500.00 ","$1,500.00 ",22.08%,"$1,831.20 ",$331.20 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Finishes,c,Mirrors,2,item,,$500.00 ,"$1,000.00 ",22.08%,"$1,220.80 ",$220.80 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,flooring,Finishes,c,Entry Door,0,item,,"$3,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,cleanup,Labour,l,Builders Clean ,1,item,,"$1,500.00 ","$1,500.00 ",22.08%,"$1,831.20 ",$331.20 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,cleanup,Labour,l,Final clean ,1,item,,"$1,500.00 ","$1,500.00 ",22.08%,"$1,831.20 ",$331.20 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,cleanup,Msc. Materials,g,Miscallaneous,1,item,,$500.00 ,$500.00 ,22.08%,$610.40 ,$110.40 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,misc,Completion Materials,k,Garage Roller Door,0,item,Steel Line Roller Doors,"$5,000.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,misc,Completion Materials,k,Watertanks & Pumps,0,item,,"$2,500.00 ",$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,misc,Variations,var,,1,item,,$ -,$0.00 ,22.08%,$0.00 ,$0.00 
N/A,"6 WALLAN ROAD, WHITTLSEA",completion,completion,misc,Variations,var,,1,item,,$ -,$0.00 ,22.08%,$0.00 ,$0.00 
