quoted_date,project,estimate_stage,estimate_substage,estimate_component,resource,short_code,description,quantity,units,supplier,unit_cost,cost,markup,cost_with_markup,profit
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,finishes,Finishes,c,Glazing,0,item,,,$0.00 ,0.00%,$0.00 ,$0.00 
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,finishes,Finishes,c,Shower Screens ,4,item,Ryan Developments,"$1,500.00 ","$6,000.00 ",0.00%,"$6,000.00 ",$0.00 
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,finishes,Finishes,c,Mirrors,11,item,,$500.00 ,"$5,500.00 ",0.00%,"$5,500.00 ",$0.00 
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,cleanup,Labour,l,Builders Clean ,2,item,,"$3,000.00 ","$6,000.00 ",0.00%,"$6,000.00 ",$0.00 
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,cleanup,Labour,l,Final clean ,2,item,,"$2,000.00 ","$4,000.00 ",0.00%,"$4,000.00 ",$0.00 
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,cleanup,Msc. Materials,g,Miscallaneous,2,item,,$500.00 ,"$1,000.00 ",0.00%,"$1,000.00 ",$0.00 
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,misc,Completion Materials,k,Garage Roller Door,2,item,Steel Line Roller Doors,"$7,400.00 ","$14,800.00 ",0.00%,"$14,800.00 ",$0.00 
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,misc,Completion Materials,k,Watertanks & Pumps,2,item,,"$2,500.00 ","$5,000.00 ",0.00%,"$5,000.00 ",$0.00 
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,misc,Completion Materials,k,Lifts,2,item,Liftshop,"$51,250.00 ","$102,500.00 ",0.00%,"$102,500.00 ",$0.00 
12/11/2023,2 HAWDON ST. EAGLEMONT,completion,completion,misc,Completion Materials,k,Fencing,1,item,Melbourne Fencing Experts,"$11,404.00 ","$11,404.00 ",0.00%,"$11,404.00 ",$0.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Pemits/Warranty,w,Building Permit ,0,Item,,"$6,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Pemits/Warranty,w,Warranty Insurance ,1,Item,,"$5,000.00 ","$5,000.00 ",21.00%,"$6,050.00 ","$1,050.00 "
N/A,4 BREEN ST PRESTON,preliminaries,,,Pemits/Warranty,w,Broker fee ,1,Item,,$300.00 ,$300.00 ,21.00%,$363.00 ,$63.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Design,d,Soil test ,0,Item,,$300.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Pemits/Warranty,w,Cross over Permit ,0,Item,,$500.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Pemits/Warranty,w,Asset protection/Bond ,0,Item,,"$2,500.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Design,d,Architect Fees,0,Item,,$600.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Overhead Costs,o,Ryan Developments overheads,1,Item,,"$15,000.00 ","$15,000.00 ",21.00%,"$18,150.00 ","$3,150.00 "
N/A,4 BREEN ST PRESTON,preliminaries,,,Design,d,Interior Design,0,Item,,"$4,900.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Pemits/Warranty,w,"Yarra Valley Water Pic, Sewer, Water ",1,Item,,$600.00 ,$600.00 ,21.00%,$726.00 ,$126.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Msc. Materials,g,Hoarding Site Temp Fencing ,1,Item,,"$2,500.00 ","$2,500.00 ",21.00%,"$3,025.00 ",$525.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Hire Equipment,h,Temp power Pole,0,Item,,"$1,500.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Hire Equipment,h,Site Toilet ,1,Item,,"$1,000.00 ","$1,000.00 ",21.00%,"$1,210.00 ",$210.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Hire Equipment,h,Scaffold,1,Item,Big Dog,"$12,000.00 ","$12,000.00 ",21.00%,"$14,520.00 ","$2,520.00 "
N/A,4 BREEN ST PRESTON,preliminaries,,,Design,d,DML Land Survey,1,Item,,$800.00 ,$800.00 ,21.00%,$968.00 ,$168.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Demo/Disposal,x,Hard Rubbish,1,item,,$ -,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,preliminaries,,,Overhead Costs,o,Project Marketing,1,Item,,"$3,000.00 ","$3,000.00 ",21.00%,"$3,630.00 ",$630.00 
N/A,4 BREEN ST PRESTON,preliminaries,site_management,,Project Management,pm,Project Manager,4,wks,Ryan Developments,"$1,000.00 ","$4,000.00 ",21.00%,"$4,840.00 ",$840.00 
N/A,4 BREEN ST PRESTON,preliminaries,site_management,,Project Management,pm,Supervisor,2,wks,Ryan Developments,"$3,420.00 ","$6,840.00 ",21.00%,"$8,276.40 ","$1,436.40 "
N/A,4 BREEN ST PRESTON,base,site_preparation,,Sub-contract,s,Excavation,1,item,Accurate Earthworks,"$15,000.00 ","$15,000.00 ",21.00%,"$18,150.00 ","$3,150.00 "
N/A,4 BREEN ST PRESTON,base,site_preparation,,Demo/Disposal,x,Demolition,1,item,Melways Demo,"$23,000.00 ","$23,000.00 ",21.00%,"$27,830.00 ","$4,830.00 "
N/A,4 BREEN ST PRESTON,base,site_preparation,,Demo/Disposal,x,Asbestos Removal,1,Item,,"$2,700.00 ","$2,700.00 ",21.00%,"$3,267.00 ",$567.00 
N/A,4 BREEN ST PRESTON,base,site_preparation,,Demo/Disposal,x,Tipping fees,1,item,,"$7,000.00 ","$7,000.00 ",21.00%,"$8,470.00 ","$1,470.00 "
N/A,4 BREEN ST PRESTON,base,site_preparation,,Sub-contract,s,Restumping Home,1,item,,"$10,000.00 ","$10,000.00 ",21.00%,"$12,100.00 ","$2,100.00 "
N/A,4 BREEN ST PRESTON,base,foundation,retaining_wall,Foundation Materials,r,Retaining Wall H Channel Beam,0,item,Sleepers Direct,$105.30 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,retaining_wall,Foundation Materials,r,Retaining Wall Sleeprs,0,item,Sleepers Direct,$44.50 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,retaining_wall,Labour,l,Labour,0,Days,Ryan Developments,"$1,200.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,retaining_wall,Foundation Materials,r,Retaining Wall Concrete,0,cu.m,Sleepers Direct,$250.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,sub_floor_frame,Foundation Materials,r,Bearers 2.4m lengths,96,Lengths,Rexpaine,$44.00 ,"$4,235.00 ",21.00%,"$5,124.35 ",$889.35 
N/A,4 BREEN ST PRESTON,base,foundation,sub_floor_frame,Foundation Materials,r,Joists 6.0m lengths,70,Lengths,Rexpaine,$60.00 ,"$4,200.00 ",21.00%,"$5,082.00 ",$882.00 
N/A,4 BREEN ST PRESTON,base,foundation,sub_floor_frame,Foundation Materials,r,Stumps,44,Each,Bunnings,$14.56 ,$640.64 ,21.00%,$775.17 ,$134.53 
N/A,4 BREEN ST PRESTON,base,foundation,sub_floor_frame,Foundation Materials,r,Chipboard,63,Each,Rexpaine,$60.00 ,"$3,750.00 ",21.00%,"$4,537.50 ",$787.50 
N/A,4 BREEN ST PRESTON,base,foundation,sub_floor_frame,Foundation Materials,r,Stump Concrete,5,cu.m,VIC,$250.00 ,"$1,260.00 ",21.00%,"$1,524.60 ",$264.60 
N/A,4 BREEN ST PRESTON,base,foundation,sub_floor_frame,Labour,l,Labour,4,Days,Ryan Developments,"$1,200.00 ","$4,800.00 ",21.00%,"$5,808.00 ","$1,008.00 "
N/A,4 BREEN ST PRESTON,base,foundation,pad_footings,Quarry Product,q,Pad Concrete,1,cu.m,,$250.00 ,$250.00 ,21.00%,$302.50 ,$52.50 
N/A,4 BREEN ST PRESTON,base,foundation,pad_footings,Labour,l,Labour,0,Days,Ryan Developments,"$1,200.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,strip_footing,Quarry Product,q,Slab Concrete,12,cu.m,,$250.00 ,"$3,000.00 ",21.00%,"$3,630.00 ",$630.00 
N/A,4 BREEN ST PRESTON,base,foundation,strip_footing,Quarry Product,q,Slab Sand,0,cu.m,,$90.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,strip_footing,Foundation Materials,r,SL92 Mesh,0,Sheets,,$182.10 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,strip_footing,Foundation Materials,r,3-11L TM,18,Lengths,,$96.00 ,"$1,728.00 ",21.00%,"$2,090.88 ",$362.88 
N/A,4 BREEN ST PRESTON,base,foundation,strip_footing,Labour,l,Labour,1,Days,Ryan Developments,"$1,200.00 ","$1,200.00 ",21.00%,"$1,452.00 ",$252.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Quarry Product,q,Slab Concrete 10% Waste,0,cu.m,Tubeworks,$250.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,SL92 Mesh,0,Sheets,Tubeworks,$182.10 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,N16,0,Lengths,Tubeworks,$26.19 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,3-L12TM,0,Lengths,Tubeworks,$57.33 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,Cracker Bar,0,Lengths,Tubeworks,$182.10 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,Vapour Barrier,0,Rolls,Tubeworks,$202.40 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,Duct Tape,0,Rolls,Tubeworks,$8.60 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Labour,l,Labour,0,Days,Tubeworks,"$2,400.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,Waffle Pod,0,Sheets,Tubeworks,$26.75 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,4 Way Spacer,0,Boxes,Tubeworks,$64.55 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,2 Way Spacer,0,Boxes,Tubeworks,$73.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,Trench Mesh Chair,0,Boxes,Tubeworks,$75.33 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,Bar Chairs,0,Boxes,Tubeworks,$73.33 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Sub-contract,s,Concrete Pump,1,Day,,"$1,800.00 ","$1,800.00 ",21.00%,"$2,178.00 ",$378.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Sub-contract,s,Polished Slab,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,base,foundation,waffle_slab,Foundation Materials,r,Termite Protection,1,item,,"$1,800.00 ","$1,800.00 ",21.00%,"$2,178.00 ",$378.00 
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,Timber Frame Materials,1,item,Rex Paine,"$10,000.00 ","$10,000.00 ",21.00%,"$12,100.00 ","$2,100.00 "
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,Roof trusses ,1,item,BB Truss,"$12,000.00 ","$12,000.00 ",21.00%,"$14,520.00 ","$2,520.00 "
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,Floor Trusses,1,item,BB Truss,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,Wall Frame,0,item,BB Truss,"$8,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,frame,Sub-contract,s,Internal Stairwell,0,item,Rob,"$7,500.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,frame,Sub-contract,s,External stairs,0,item,Ryan Developments,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,"Timber or Glass Balustrade, Wire",0,item,Rob,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,Steel Structural,0,item,Carlos,"$5,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,Timber Sundries,1,item,Rex Paine,"$5,000.00 ","$5,000.00 ",21.00%,"$6,050.00 ","$1,050.00 "
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,"Fix, other incidential",1,item,Rex Paine,"$10,000.00 ","$10,000.00 ",21.00%,"$12,100.00 ","$2,100.00 "
N/A,4 BREEN ST PRESTON,frame,frame,frame,Labour,l,Carpenter Labour Frame,1,Days,Ryan Developments,"$18,000.00 ","$18,000.00 ",21.00%,"$21,780.00 ","$3,780.00 "
N/A,4 BREEN ST PRESTON,frame,frame,frame,Labour,l,Carpenter Labour Lockup External,1,Days,Ryan Developments,"$8,000.00 ","$8,000.00 ",21.00%,"$9,680.00 ","$1,680.00 "
N/A,4 BREEN ST PRESTON,frame,frame,frame,Labour,l,Carpenter Labour Lockup Internal,1,Days,Ryan Developments,"$6,000.00 ","$6,000.00 ",21.00%,"$7,260.00 ","$1,260.00 "
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,Carpenter Labour Fix Stage,1,item,Ryan Developments,"$5,000.00 ","$5,000.00 ",21.00%,"$6,050.00 ","$1,050.00 "
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,Carpenter Labour Completion,1,item,Ryan Developments,"$4,000.00 ","$4,000.00 ",21.00%,"$4,840.00 ",$840.00 
N/A,4 BREEN ST PRESTON,frame,frame,frame,Frame Materials,t,Site Labour and site clean,1,item,Ryan Developments,"$4,000.00 ","$4,000.00 ",21.00%,"$4,840.00 ",$840.00 
N/A,4 BREEN ST PRESTON,frame,frame,frame,Sub-contract,s,Crane,1,item,Big Dog,"$2,500.00 ","$2,500.00 ",21.00%,"$3,025.00 ",$525.00 
N/A,4 BREEN ST PRESTON,frame,frame,roofing,Sub-contract,s,Roof Install,0,item,Jake Hammer,"$46,200.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,roofing,Sub-contract,s,Roof Install,1,item,Gilbert Roofing,"$26,710.00 ","$26,710.00 ",21.00%,"$32,319.10 ","$5,609.10 "
N/A,4 BREEN ST PRESTON,frame,frame,roofing,Sub-contract,s,Roof Plumbing,1,item,DGH,"$7,040.00 ","$7,040.00 ",21.00%,"$8,518.40 ","$1,478.40 "
N/A,4 BREEN ST PRESTON,frame,frame,bricks,Cladding Materials,y,Bricks Supply $1per brick,5189,item,,$1.80 ,"$9,340.20 ",21.00%,"$11,301.64 ","$1,961.44 "
N/A,4 BREEN ST PRESTON,frame,frame,bricks,Quarry Product,q,"Sand, Cement & Sundries",1,item,,"$1,500.00 ","$1,500.00 ",21.00%,"$1,815.00 ",$315.00 
N/A,4 BREEN ST PRESTON,frame,frame,bricks,Sub-contract,s,Brick Labour $1.5 per Brick,4965,item,,$1.80 ,"$8,937.00 ",21.00%,"$10,813.77 ","$1,876.77 "
N/A,4 BREEN ST PRESTON,frame,frame,bricks,Fixing Materials,m,Morada Blanco Linear Brick 510 pack (Fireplace),0,item,,"$3,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,bricks,Cladding Materials,y,Brick Fire Place,0,Days,,"$1,500.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,bricks,Sub-contract,s,Block labour $5 per block ,0,item,,$5.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,bricks,Sub-contract,s,Rock Cladding Brick Piers,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,hebel,Cladding Materials,y,Hebel Sheets,0,item,Tubeworks,$92.07 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,hebel,Cladding Materials,y,Top Hats/Battens,0,item,Tubeworks,$13.73 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,hebel,Cladding Materials,y,Batten Screws,0,item,Tubeworks,$80.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,hebel,Cladding Materials,y,Glue,0,item,Tubeworks,$30.76 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,hebel,Sub-contract,s,Hebel External Labour Install,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,hebel,Sub-contract,s,Hebel Flooring Labour ,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,hebel,Cladding Materials,y,Hebel Sheet flooring Tube works ,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,hebel,Sub-contract,s,Rendering,0,m2,,$70.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,hebel,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Cladding Materials,y,Jamie Hardie Linear Weatherboard,0,item,M10 DV,$143.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Cladding Materials,y,Axon Cladding,0,item,M10 DV,$200.09 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Cladding Materials,y,NRG Greenboard,0,item,Tubeworks,$105.80 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Cladding Materials,y,Stone Cladding,0,m2,,$500.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Sub-contract,s,External Labour Install,0,m2,,$500.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,external_cladding,Sundries,v,Sundries,0,item,,"$1,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Cladding Materials,y,Shaft Liner (Blue Board),0,Sheet,M10 DV,$45.29 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Cladding Materials,y,Fire Check Plater (Pink Board),0,Sheet,M10 DV,$71.32 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Cladding Materials,y,H Channel,0,item,M10 DV,$42.80 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Cladding Materials,y,C Channel,0,item,M10 DV,$25.84 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Sub-contract,s,External Labour Install,0,m2,Ryan Developments,$20.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Cladding Materials,y,Hebel Sheets,0,item,Tubeworks,$92.07 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Cladding Materials,y,Top Hats/Battens,0,item,Tubeworks,$13.73 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Cladding Materials,y,Batten Screws,0,item,Tubeworks,$80.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Cladding Materials,y,Glue,0,item,Tubeworks,$30.76 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Sub-contract,s,External Labour Install,0,m2,,$30.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,frame,frame,fireproofing,Sundries,v,Sundries,0,item,,$500.00 ,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Internal Steel Frame Door w/ Fluted Glass 820W,0,item,,"$2,500.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Windows,1,item,Stegbar,"$20,780.00 ","$20,780.00 ",21.00%,"$25,143.80 ","$4,363.80 "
N/A,4 BREEN ST PRESTON,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Window Flashing,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Skylights,4,item,,"$1,500.00 ","$6,000.00 ",21.00%,"$7,260.00 ","$1,260.00 "
N/A,4 BREEN ST PRESTON,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Flyscreens,1,item,,$880.00 ,$880.00 ,21.00%,"$1,064.80 ",$184.80 
N/A,4 BREEN ST PRESTON,lockup,lockup,doors_windows_skylights,Hire Equipment,h,Crane,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,doors_windows_skylights,Lockup Materials,u,Fix Materials,0,item,,"$7,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,electrical,Sub-contract,s,Electrician 3 Phase Upgrade,1,item,Cavolt,"$3,080.00 ","$3,080.00 ",21.00%,"$3,726.80 ",$646.80 
N/A,4 BREEN ST PRESTON,lockup,lockup,electrical,Sub-contract,s,Electrician,1,item,Cavolt,"$14,223.00 ","$14,223.00 ",21.00%,"$17,209.83 ","$2,986.83 "
N/A,4 BREEN ST PRESTON,lockup,lockup,electrical,Sub-contract,s,Lighting,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,electrical,Sub-contract,s,Mains Power Upgarde ,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,plumbing,Sub-contract,s,Plumber,0,item,Moore Star Plumbing,"$36,300.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,plumbing,Sub-contract,s,Plumber,1,item,RPD,"$27,835.20 ","$27,835.20 ",21.00%,"$33,680.59 ","$5,845.39 "
N/A,4 BREEN ST PRESTON,lockup,lockup,plumbing,Sub-contract,s,Plumbing Contingency,0,item,RPD,"$2,666.40 ",$0.00 ,0.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,heating,Sub-contract,s,Heating,1,item,Natgas,"$15,925.00 ","$15,925.00 ",21.00%,"$19,269.25 ","$3,344.25 "
N/A,4 BREEN ST PRESTON,lockup,lockup,heating,Sub-contract,s,Cooling,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,heating,Sub-contract,s,Fire Place,1,item,Natgas,"$11,000.00 ","$11,000.00 ",21.00%,"$13,310.00 ","$2,310.00 "
N/A,4 BREEN ST PRESTON,lockup,lockup,heating,Sub-contract,s,Hot Water System (Electric),0,item,Natgas,"$5,000.00 ",$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,heating,Sub-contract,s,Insulation ,1,item,Superior Insulation,"$6,500.00 ","$6,500.00 ",21.00%,"$7,865.00 ","$1,365.00 "
N/A,4 BREEN ST PRESTON,lockup,lockup,heating,Sub-contract,s,Hydronic heating ,0,item,,,$0.00 ,21.00%,$0.00 ,$0.00 
N/A,4 BREEN ST PRESTON,lockup,lockup,heating,Sub-contract,s,Wall Wrap ,1,item,Ryan Developments,"$3,000.00 ","$3,000.00 ",21.00%,"$3,630.00 ",$630.00 
N/A,4 BREEN ST PRESTON,fix,fix,painting,Sub-contract,s,Painter,1,item,Christou Industries,"$11,410.30 ","$11,410.30 ",21.00%,"$13,806.46 ","$2,396.16 "
N/A,4 BREEN ST PRESTON,fix,fix,painting,Sub-contract,s,Defects,1,item,Christou Industries,"$2,500.00 ","$2,500.00 ",21.00%,"$3,025.00 ",$525.00 
N/A,4 BREEN ST PRESTON,fix,fix,plaster,Sub-contract,s,Plasterer,1,item,Christou Industries,"$35,938.10 ","$35,938.10 ",21.00%,"$43,485.10 ","$7,547.00 "
